주제,기사 제목,기사 URL,편향성 평가,주요 문장,비고
금융투자세,"[금투세 논란] ② 시장 영향·도입 시기 두고 평행선…""절충 노력"" 요구도",https://www.yna.co.kr/view/AKR20240913083500008,1,금투세 찬성 측은 과세 대상자 수에 주안점,
금융투자세,"[금투세 논란] ② 시장 영향·도입 시기 두고 평행선…""절충 노력"" 요구도",https://www.yna.co.kr/view/AKR20240913083500008,-1,반대 측은 과세 대상자가 보유한 주식 금액과 투자 심리에 주목,
금융투자세,"[어떻게 생각하십니까] 금융투자소득세 도입...""이중과세다""vs""세수 펑크 채운다""",https://www.kado.net/news/articleView.html?idxno=1250747,2,"금투세 시행을 찬성하는 쪽에선 금투세가 일부 왕개미들에게 적용되는 만큼 이를 폐지하는 건 부자 감세라고 지적, 금투세 폐지는 부유층에게 더 많은 세금을 부과해 이를 재분배할 수 있는 기회를 없앤다는 비판",
금융투자세,"[어떻게 생각하십니까] 금융투자소득세 도입...""이중과세다""vs""세수 펑크 채운다""",https://www.kado.net/news/articleView.html?idxno=1250747,-2,"이중과세가 발생할 수 있다는 점, 금투세가 시행되면 연말정산이나 건강보험료에서 일반 개인투자자들도 피해, 높은 세율을 적용받게 되는 투자자는 대주주가 대부분일텐데 이들이 주식시장에서 빠져나가면 증시가 떨어져 혼란, 금융소득을 종합과세하게 되면 복잡한 세무처리를 해야하며 연말정산 또한 불편해질 것",
금융투자세,시행 넉 달 남은 금투세…폐지 반대 47.6% 찬성 40.7% [쿠키뉴스 여론조사],https://m.kukinews.com/article/view/kuk202409100216#_enliple,1,금융투자소득세(금투세) 시행이 넉 달이 채 남지 않은 가운데 금투세 폐지 반대 여론이 47.6%,
금융투자세,시행 넉 달 남은 금투세…폐지 반대 47.6% 찬성 40.7% [쿠키뉴스 여론조사],https://m.kukinews.com/article/view/kuk202409100216#_enliple,-1,폐지를 찬성한다는 여론은 40.7%로 찬성 여론 못지 않는 응답률,
금융투자세,금투세 시행되면 주식시장 ‘진짜’ 위축될까 [김상철의 경제 톺아보기],https://www.sisajournal.com/news/articleView.html?idxno=308501,-1,금투세를 반대하는 측에서는 투자시장의 위축을 우려,
금융투자세,금투세 시행되면 주식시장 ‘진짜’ 위축될까 [김상철의 경제 톺아보기],https://www.sisajournal.com/news/articleView.html?idxno=308501,2,찬성하는 측에서는 과세 대상은 전체 투자자의 1%에 불과하며 시장 위축은 과장,
금융투자세,"금투세 도입 찬반, 당신의 선택은?",https://www.policetv.co.kr/news/articleView.html?idxno=53991,1,"세수 확보, 소득 재분배, 투명성 강화",
금융투자세,"금투세 도입 찬반, 당신의 선택은?",https://www.policetv.co.kr/news/articleView.html?idxno=53991,-1,"투자 위축, 이중 과세, 복잡성 증가",
금융투자세,"""금투세, 완벽한 시기상조"" vs ""소득있으면 과세해야""...금투세 폐지 찬반론자 '대립 팽팽'",https://www.viva100.com/article/202404224309970,-3,"금투세를 폐지해야 한다고 강하게 주장, 우리나라 주식시장 제반 실정에 비춰볼 때 금투세는 완벽한 시기상조, 이런 환경에서 선진국만 하는 금투세를 도입한다는 것은 화약을 들고 불 속으로 뛰어드는 격",
금융투자세,"""금투세, 완벽한 시기상조"" vs ""소득있으면 과세해야""...금투세 폐지 찬반론자 '대립 팽팽'",https://www.viva100.com/article/202404224309970,3,"소득이 있으면 세금이 있는 것이 현대조세의 기본원리, 이에 반하여 거래과세인 양도과세를 유지하려는 것이 글로벌 추세, 일시적으로 발생한 양도소득에 대해 과세하는 종전 방식의 불합리를 제거하였다는 점에서 합리적 과세를 지향",
금융투자세,금융투자소득세 앞날은,https://www.mk.co.kr/economy/view.php?sc=50000001&year=2024&no=419963,-3,"금투세가 시행되면 국내 시장 자금이 해외로 이탈돼 한국 주식 시장은 폭락할 것, 투자자가 국내 증시를 떠나 미국 등으로 옮겨 가는 증시 충격을 고려하면 금투세를 폐지, 투자자가 기업 성과를 공유하고 기업에 재투자하는 선순환 구조가 자리 잡는 등 자본 시장이 선진화되기 전까지는 금투세 시행을 유예하거나 폐지",
금융투자세,금융투자소득세 앞날은,https://www.mk.co.kr/economy/view.php?sc=50000001&year=2024&no=419963,1,"소득 있는 곳에 세금 있다, 중산층에 큰 영향이 없다",
금융투자세,금투세 놓고 응답자 절반 가까이 “증시 하락할 것”,https://m.edaily.co.kr/News/Read?newsId=02033606638987976&mediaCodeNo=257,-1,금융투자소득세(금투세)를 시행할 경우 한국 증시가 하락할 것이란 우려가 높다는 여론조사 결과,
금융투자세,"금투세 시행 반대 49.9%…""세금 부담, 외국인과 형평성 우려""",https://www.hankyung.com/article/2024081551836,-1,금융투자세(금투세) 도입을 반대하는 의견이 찬성보다 높다는 설문조사 결과,
금융투자세,"참여연대 ""국민 46% 금투세 폐지 반대…복지 축소우려""",https://www.yna.co.kr/view/AKR20240802135800004,1,금융투자소득세 폐지 등 정부의 세제 개편 방침에 대해 국민 절반 가까이 반대한다는 시민단체 조사 결과,
금융투자세,"금투세 도입 반대 목소리 50%… ""국내 증시 하락할 것""",https://www.moneys.co.kr/article/2024081614080953951,-1,금융투자소득세(금투세) 도입 시 국내 증시가 하락할 것이란 우려가 높다,
금융투자세,"금투세 시행 반대 49.9%…""세금 부담, 형평성 우려""",https://www.news1.kr/finance/general-stock/5511799,-1,금융투자세(금투세) 도입과 관련해 반대의견이 찬성보다 높다,
