주제,기사 제목,기사 URL,편향성 평가,주요 문장,비고
기본소득,"기본소득 '찬성' 50%→79%, 이유는 '숙의·토론'",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002684178,2,"4차 산업혁명 등 기술의 발전으로 인한 일자리 감소와 심각해지는 사회·경제적 불평등 및 양극화 해소를 위한 대안, 최근 코로나19 대유행으로 경제침체가 가속하면서 포스트 코로나 시대를 대비한 보편적 복지 정책으로 주목받고 있다",
기본소득,"[시론] 기본소득, 찬반만 해야 하나 / 이상민",https://www.hani.co.kr/arti/opinion/column/950462.html,1,기본소득이 노동공급을 늘리면서 삶의 질을 향상시킬 수 있다,
기본소득,"[시론] 기본소득, 찬반만 해야 하나 / 이상민",https://www.hani.co.kr/arti/opinion/column/950462.html,-1,"재원이 지나치게 많이 들면서도 저소득층의 복지가 오히려 악화된다, ",
기본소득,"[시론] 기본소득, 찬반만 해야 하나 / 이상민",https://www.hani.co.kr/arti/opinion/column/950462.html,0,"보편복지와 선별복지가 적절히 섞인 정책믹스가 제일 좋다, 조세제도 개혁을 통한 적절한 정책믹스를 사용하면 제3의 기본소득도 존재, 이론상에서는 대비되는 각종 정책도 정책믹스를 통해 현실에 조화롭게 적용할 수 있는 방안을 찾을 수 있다",
기본소득,"""기본소득 세대별 엇갈려…20대 60.7% 반대, 50대 53.4% 찬성""",https://www.yna.co.kr/view/AKR20220123056800001,1,기본소득에 찬성하는 이유로는 인간의 기본권 유지가 가장 많았고 이어 사회 양극화 해소 소비 증가로 경제 활성화,
기본소득,"""기본소득 세대별 엇갈려…20대 60.7% 반대, 50대 53.4% 찬성""",https://www.yna.co.kr/view/AKR20220123056800001,-1,반대 이유로는 국가 재정 악화 근로의욕 저하 및 도덕적 해이 증세 초래 불가피,
기본소득,"""기본소득 도입해야 빈부격차 완화"" vs ""오히려 빈곤율만 높일 것""",https://www.hankyung.com/article/2020062448191,-3,"진보진영의 사기, 기본소득이 빈곤 해결 등 원래 복지정책의 목표에 역행할 것이라고 전망, 기본소득 도입을 위한 막대한 재정지출로 기존 복지제도 감축이 불가피해 빈곤층의 삶이 악화될 수도 있다, 당장 돈을 주겠다며 효과를 강조할 것이 아니라 그 제도를 위한 비용이 어떤 것인지 제대로 살펴야 한다, 다음 세대에 부담을 지우는 세대 간 폰지사기라는 결론",
기본소득,"""기본소득 도입해야 빈부격차 완화"" vs ""오히려 빈곤율만 높일 것""",https://www.hankyung.com/article/2020062448191,2,"기본소득은 사회의 부를 공정하게 나누자는 것, 고정된 정규직 일자리를 해체하는 트렌드는 분명한 만큼 국민의 안정적인 삶을 위해 기본소득이 필요, 기본소득 없는 현행 제도만으로는 빈부격차가 악화될 것, 새로운 세원 발굴과 증세 국채 발행 등 다양한 대안, 기본소득을 통해 미래 소득에 대한 불안감이 줄어들면 저축 대신 소비를 하려는 사람이 늘어 경제에 긍정적인 영향을 줄 것",
기본소득,"국민 10명 중 8명, 기본소득 도입 ‘찬성’",https://www.yonginilbo.com/news/article.html?no=95861,1,"찬성 이유로 전반적인 삶의 질 개선, 인간의 기본권리 회복, 소비 증가로 인한 내수 경기 활성화를 선택",
기본소득,[기본소득은 미래인가①] ‘모두에게 혜택을’…복지의 새로운 패러다임 될까,https://www.ntoday.co.kr/news/articleView.html?idxno=66243,3,"사회보장제도의 중첩성 파편성 관료주의화로 인해 발생하는 막대한 행정비용을 줄일 수 있다, 자산조사로부터의 해방을 통해 공적급여를 받기 위해 저임금 근로를 회피하고 공적 부조에 안주하는 빈곤의 덫으로부터 벗어날 수 있을 것이라는 주장과 함께 개인의 자유와 시장의 활성화도 기대, 내면의 요구대로 근로하며 사회문화 활동에도 더 전념할 수 있는 자유롭고 평등한 사회가 기본소득을 통해 가능하다고 보는 것, 기본소득이 불안정한 노동시장과 사회적 배제를 해결할 가장 현실적인 방안이라고 주장, 기본소득제가 모든 개인에게 동일한 금액을 제공하는 단순한 제도이기 때문에 자산조사 등에 필요한 행정비용을 절감할 수 있는 점을 강조, 자산조사에 의해 빈자에게만 돌아가는 혜택은 필연적으로 낙인효과가 존재할 수밖에 없는데 기본소득은 이를 원천 제거할 수 있다는 점도 언급",
기본소득,[기본소득은 미래인가①] ‘모두에게 혜택을’…복지의 새로운 패러다임 될까,https://www.ntoday.co.kr/news/articleView.html?idxno=66243,-2,"노동시장 불안정성 문제를 해결하기 위해서는 기존 사회보장제도의 보완이 훨씬 더 효과적이고 바람직, 기본소득제의 세수확보 및 비용문제에 대해서도 문제를 제기",
기본소득,"기본소득제, 어떻게 생각하십니까?",https://www.gjdream.com/news/articleView.html?idxno=602138,2,"선별소득보장은 행정비용과 낙인효과 그리고 불공정성의 문제가 발생, 선별소득보장은 신청에 따른 낙인효과가 발생하나 기본소득은 신청 절차가 없으므로 낙인효과가 원천적으로 차단된다, 기본소득은 수습자격 여부를 둘러싼 행정착오와 도덕적 해이 그리고 경제적 지위나 자산변동으로 인한 불공정성의 문제에서 자유롭다",
기본소득,"기본소득제, 어떻게 생각하십니까?",https://www.gjdream.com/news/articleView.html?idxno=602138,-1,"기존 복지제도의 지원을 받는 계층의 지원을 끊는 것이기 때문에 오히려 더 심한 경제적 불평등을 야기할 수 있다, ",
기본소득,[기본소득②] 역할·효율·재원…왜 찬성하고 무엇을 반대하나,https://www.dailian.co.kr/news/view/1020905/,2,"기본소득을 받을 경우 일하지 않아도 수입이 확보된다는 점에서 근로자가 부분적으로나마 고용불안의 염려를 덜 수 있을 것이며 이를 통해 더 자신 있게 단결하고 행동하는 자유를 확보하는 데 이바지할 수 있다, 기본소득이 기존 선별복지와 비교해 특별히 많은 재정이 필요하지 않다고 강조한다, 개인별로 정부에 내는 세금과 정부로부터 받는 돈을 계산해 볼 때 선별복지나 기본소득 사이의 차이가 거의 없고 오히려 기본소득이 복지 대상을 선정하는 과정에서 발생할 수 있는 행정적 낭비를 줄일 수 있다",
기본소득,[기본소득②] 역할·효율·재원…왜 찬성하고 무엇을 반대하나,https://www.dailian.co.kr/news/view/1020905/,-2,"기본소득이 복지급여보다 소득보장 효과, 소득재분배 효과, 소비증대 효과 등이 현격히 떨어져 대안이 될 수 없다고 강조했다, 기본소득이 기존 복지제도의 사각지대를 해소하는 대안이 될 수 있다는 이론은 허구, 기본소득이 제대로 기능하려면 충분한 돈을 제공해야 하는데 현재의 한정된 재원으로는 사실상 불가능하다고 지적, 기본소득을 도입하면 한정적 재원을 두고 보편적 복지국가 노선과 재정적으로 경합하고 충돌한다고 주장했다",
